gene_id	symbol	description	biotype	locus	has_ortholog	human_gene_name
ENSCAFG00000011498	SGSM1	small G protein signaling modulator 1 [Source:VGNC Symbol;Acc:VGNC:46105]	protein_coding	26:18976361-19075458	1	SGSM1
ENSCAFG00000014530	ABLIM2	actin binding LIM protein family member 2 [Source:VGNC Symbol;Acc:VGNC:37479]	protein_coding	3:59838934-59986723	1	ABLIM2
ENSCAFG00000017048	FLVCR2	feline leukemia virus subgroup C cellular receptor family member 2 [Source:VGNC Symbol;Acc:VGNC:56060]	protein_coding	8:48587863-48653488	1	FLVCR2
ENSCAFG00000014853	ALPL	alkaline phosphatase, biomineralization associated [Source:VGNC Symbol;Acc:VGNC:37818]	protein_coding	2:77559791-77614820	1	ALPL
ENSCAFG00000018597	LAMA1	laminin subunit alpha 1 [Source:VGNC Symbol;Acc:VGNC:42564]	protein_coding	7:73309388-73448151	1	LAMA1
ENSCAFG00000018600	LEPR	leptin receptor [Source:VGNC Symbol;Acc:VGNC:42638]	protein_coding	5:44688109-44775636	1	LEPR
ENSCAFG00000028975	HS3ST3B1	heparan sulfate glucosamine 3-O-sulfotransferase 3B1 [Source:NCBI gene;Acc:489516]	protein_coding	5:38023684-38065487	1	HS3ST3B1
ENSCAFG00000005507	ACVR2A	activin A receptor type 2A [Source:VGNC Symbol;Acc:VGNC:37564]	protein_coding	19:49641219-49723420	1	ACVR2A
ENSCAFG00000013243	LAMC2	laminin subunit gamma 2 [Source:VGNC Symbol;Acc:VGNC:42572]	protein_coding	7:16569086-16624085	1	LAMC2
ENSCAFG00000030111	NCALD	neurocalcin delta [Source:VGNC Symbol;Acc:VGNC:43635]	protein_coding	13:3369570-3512566	1	NCALD
ENSCAFG00000009282	CREB3L1	cAMP responsive element binding protein 3 like 1 [Source:VGNC Symbol;Acc:VGNC:39597]	protein_coding	18:43139453-43173420	1	CREB3L1
ENSCAFG00000014257	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma [Source:VGNC Symbol;Acc:VGNC:44909]	protein_coding	3:58480553-58611852	1	PPP2R2C
ENSCAFG00000015799	CRMP1	collapsin response mediator protein 1 [Source:VGNC Symbol;Acc:VGNC:39624]	protein_coding	3:71010299-71082216	1	CRMP1
ENSCAFG00000001091	TGFBI	transforming growth factor beta induced [Source:VGNC Symbol;Acc:VGNC:47311]	protein_coding	11:23938453-23971607	1	TGFBI
ENSCAFG00000034862		uncharacterized LOC102151579 [Source:NCBI gene;Acc:102151579]	lncRNA	35:20155645-20647464	0	<none>
ENSCAFG00000000611	MEGF10	multiple EGF like domains 10 [Source:VGNC Symbol;Acc:VGNC:43147]	protein_coding	11:16378669-16617335	1	MEGF10
ENSCAFG00000020330	ADGRL2	adhesion G protein-coupled receptor L2 [Source:VGNC Symbol;Acc:VGNC:37651]	protein_coding	6:65596814-65750672	1	ADGRL2
ENSCAFG00000006176	RAB11FIP1	RAB11 family interacting protein 1 [Source:NCBI gene;Acc:482852]	protein_coding	16:27503113-27531935	1	RAB11FIP1
ENSCAFG00000008918	EBF2	EBF transcription factor 2 [Source:VGNC Symbol;Acc:VGNC:40176]	protein_coding	25:31478349-31668555	1	EBF2
ENSCAFG00000047515	S100A1	S100 calcium binding protein A1 [Source:NCBI gene;Acc:480141]	protein_coding	7:43428820-43433459	1	S100A1
ENSCAFG00000014737	CALCRL	calcitonin receptor like receptor [Source:VGNC Symbol;Acc:VGNC:38665]	protein_coding	36:29345236-29442732	1	CALCRL
ENSCAFG00000002525	COL15A1	collagen type XV alpha 1 chain [Source:VGNC Symbol;Acc:VGNC:39460]	protein_coding	11:56025269-56130861	1	COL15A1
ENSCAFG00000031675	COL8A1	collagen type VIII alpha 1 chain [Source:VGNC Symbol;Acc:VGNC:39484]	protein_coding	33:6285415-6425414	1	COL8A1
ENSCAFG00000012553	PRKD1	protein kinase D1 [Source:VGNC Symbol;Acc:VGNC:44986]	protein_coding	8:9005115-9328358	1	PRKD1
ENSCAFG00000003978	PGR	progesterone receptor [Source:VGNC Symbol;Acc:VGNC:44469]	protein_coding	21:447319-552511	1	PGR
ENSCAFG00000003156	MYH14	myosin heavy chain 14 [Source:VGNC Symbol;Acc:VGNC:43538]	protein_coding	1:106371939-106458901	1	MYH14
ENSCAFG00000011987	EMX2	empty spiracles homeobox 2 [Source:VGNC Symbol;Acc:VGNC:40356]	protein_coding	28:28003710-28009035	1	EMX2
ENSCAFG00000042945		fucose mutarotase [Source:NCBI gene;Acc:491696]	protein_coding	28:40932175-40937535	1	FUOM
ENSCAFG00000016257	MCC	MCC regulator of WNT signaling pathway [Source:VGNC Symbol;Acc:VGNC:54780]	protein_coding	4:35312814-35592282	1	MCC
ENSCAFG00000004905	ITGB4	integrin subunit beta 4 [Source:NCBI gene;Acc:483318]	protein_coding	9:4825292-4855820	1	ITGB4
ENSCAFG00000018272	KLHL13	kelch like family member 13 [Source:VGNC Symbol;Acc:VGNC:42449]	protein_coding	X:90139103-90355188	1	KLHL13
ENSCAFG00000015703	LRRN4CL	LRRN4 C-terminal like [Source:VGNC Symbol;Acc:VGNC:42828]	protein_coding	18:53972490-53973203	1	LRRN4CL
ENSCAFG00000000767	CELSR1	cadherin EGF LAG seven-pass G-type receptor 1 [Source:VGNC Symbol;Acc:VGNC:39097]	protein_coding	10:19707804-19837481	1	CELSR1
ENSCAFG00000005748	IDO2	indoleamine 2,3-dioxygenase 2 [Source:VGNC Symbol;Acc:VGNC:41866]	protein_coding	16:25319035-25385515	1	IDO2
ENSCAFG00000008467	EDIL3	EGF like repeats and discoidin domains 3 [Source:VGNC Symbol;Acc:VGNC:40198]	protein_coding	3:23417835-23808538	1	EDIL3
ENSCAFG00000028987			rRNA	AAEX03025866.1:1344-3212	0	<none>
ENSCAFG00000018938	TVP23A	trans-golgi network vesicle protein 23 homolog A [Source:VGNC Symbol;Acc:VGNC:48000]	protein_coding	6:31870719-31900838	1	TVP23A
ENSCAFG00000005505	PGM2L1	phosphoglucomutase 2 like 1 [Source:VGNC Symbol;Acc:VGNC:44465]	protein_coding	21:23918918-23968306	1	PGM2L1
ENSCAFG00000019237	ADCY9	adenylate cyclase 9 [Source:VGNC Symbol;Acc:VGNC:37626]	protein_coding	6:37213227-37331563	1	ADCY9
ENSCAFG00000013362	GPR1	G protein-coupled receptor 1 [Source:VGNC Symbol;Acc:VGNC:41390]	protein_coding	37:14726766-14727833	1	GPR1
ENSCAFG00000029396	BASP1	brain abundant membrane attached signal protein 1 [Source:VGNC Symbol;Acc:VGNC:38384]	protein_coding	4:86361608-86382715	1	BASP1
ENSCAFG00000000450	TSPAN8	tetraspanin 8 [Source:VGNC Symbol;Acc:VGNC:47925]	protein_coding	10:12786867-12818088	1	TSPAN8
ENSCAFG00000004521	FGD5	FYVE, RhoGEF and PH domain containing 5 [Source:VGNC Symbol;Acc:VGNC:40837]	protein_coding	20:4906800-5027537	1	FGD5
ENSCAFG00000018940	ADGRG4	adhesion G protein-coupled receptor G4 [Source:VGNC Symbol;Acc:VGNC:37646]	protein_coding	X:106680887-106785009	1	ADGRG4
ENSCAFG00000009832	GFOD1	glucose-fructose oxidoreductase domain containing 1 [Source:VGNC Symbol;Acc:VGNC:41185]	protein_coding	35:12818750-12819613	1	GFOD1
ENSCAFG00000010238	ADCY2	adenylate cyclase 2 [Source:VGNC Symbol;Acc:VGNC:37619]	protein_coding	34:6140276-6527677	1	ADCY2
ENSCAFG00000005689	NPTX1	neuronal pentraxin 1 [Source:VGNC Symbol;Acc:VGNC:43933]	protein_coding	9:1388407-1399390	1	NPTX1
ENSCAFG00000015536	NAALADL2	N-acetylated alpha-linked acidic dipeptidase like 2 [Source:VGNC Symbol;Acc:VGNC:43599]	protein_coding	34:38750483-39626586	1	NAALADL2
ENSCAFG00000016963	HCN3	hyperpolarization activated cyclic nucleotide gated potassium channel 3 [Source:VGNC Symbol;Acc:VGNC:41621]	protein_coding	7:42273571-42282595	1	HCN3
ENSCAFG00000004870	PCDH17	protocadherin 17 [Source:VGNC Symbol;Acc:VGNC:57451]	protein_coding	22:13865900-13958405	1	PCDH17
ENSCAFG00000008896	KIAA1755	KIAA1755 [Source:VGNC Symbol;Acc:VGNC:42374]	protein_coding	24:26705877-26746295	1	KIAA1755
ENSCAFG00000007505	TDRD12	tudor domain containing 12 [Source:VGNC Symbol;Acc:VGNC:47221]	protein_coding	1:119231485-119290086	0	<none>
ENSCAFG00000020166	ANGPTL2	angiopoietin like 2 [Source:VGNC Symbol;Acc:VGNC:37858]	protein_coding	9:56198423-56218751	1	ANGPTL2
ENSCAFG00000014603	TRIM9	tripartite motif containing 9 [Source:VGNC Symbol;Acc:VGNC:47840]	protein_coding	8:27336063-27441445	1	TRIM9
ENSCAFG00000001814	PTK7	protein tyrosine kinase 7 (inactive) [Source:NCBI gene;Acc:481808]	protein_coding	12:11593043-11656320	1	PTK7
ENSCAFG00000000318	PLAGL1	PLAG1 like zinc finger 1 [Source:VGNC Symbol;Acc:VGNC:44639]	protein_coding	1:35419577-35528530	1	PLAGL1
ENSCAFG00000009254	GALNT5	polypeptide N-acetylgalactosaminyltransferase 5 [Source:VGNC Symbol;Acc:VGNC:53096]	protein_coding	36:3309520-3349854	1	GALNT5
ENSCAFG00000003672	FZD8	frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]	protein_coding	2:1319268-1321421	1	FZD8
ENSCAFG00000010758	MAP2K6	mitogen-activated protein kinase kinase 6 [Source:VGNC Symbol;Acc:VGNC:42964]	protein_coding	9:15840983-15952026	1	MAP2K6
ENSCAFG00000035737			lncRNA	1:55393903-55397668	0	<none>
ENSCAFG00000007903	ROBO1	roundabout guidance receptor 1 [Source:VGNC Symbol;Acc:VGNC:45684]	protein_coding	31:7626126-8593728	1	ROBO1
ENSCAFG00000013655	HMCN1	hemicentin 1 [Source:VGNC Symbol;Acc:VGNC:41706]	protein_coding	7:18798796-19253786	1	HMCN1
ENSCAFG00000029157	NOVA1	NOVA alternative splicing regulator 1 [Source:VGNC Symbol;Acc:VGNC:43902]	protein_coding	8:6135679-6281384	1	NOVA1
ENSCAFG00000002288	GCLC	glutamate-cysteine ligase catalytic subunit [Source:VGNC Symbol;Acc:VGNC:41147]	protein_coding	12:21000792-21047779	1	GCLC
ENSCAFG00000010785	RBM20	RNA binding motif protein 20 [Source:VGNC Symbol;Acc:VGNC:45414]	protein_coding	28:21971504-22161476	1	RBM20
ENSCAFG00000005594	PLEKHB1	pleckstrin homology domain containing B1 [Source:VGNC Symbol;Acc:VGNC:44672]	protein_coding	21:24593030-24608035	1	PLEKHB1
ENSCAFG00000006180	SOCS2	suppressor of cytokine signaling 2 [Source:VGNC Symbol;Acc:VGNC:46649]	protein_coding	15:33785545-33877869	1	SOCS2
ENSCAFG00000009337	TUBB2B	tubulin beta 2B class IIb [Source:NCBI gene;Acc:478702]	protein_coding	35:3495277-3498248	1	TUBB2B
ENSCAFG00000001911	ALDH1L2	aldehyde dehydrogenase 1 family member L2 [Source:VGNC Symbol;Acc:VGNC:37785]	protein_coding	10:33310558-33365228	1	ALDH1L2
ENSCAFG00000003327	COL27A1	collagen type XXVII alpha 1 chain [Source:VGNC Symbol;Acc:VGNC:59038]	protein_coding	11:68420263-68546947	1	COL27A1
ENSCAFG00000010825		SPOC domain containing 1 [Source:NCBI gene;Acc:100683356]	protein_coding	2:69289328-69326595	1	SPOCD1
ENSCAFG00000030240	DUSP4	dual specificity phosphatase 4 [Source:HGNC Symbol;Acc:HGNC:3070]	protein_coding	16:34801869-34814111	1	DUSP4
ENSCAFG00000048580			lncRNA	3:15718288-15729654	0	<none>
ENSCAFG00000005560	FLRT3	fibronectin leucine rich transmembrane protein 3 [Source:VGNC Symbol;Acc:VGNC:40906]	protein_coding	24:8364115-8366064	1	FLRT3
ENSCAFG00000011826	CERS6	ceramide synthase 6 [Source:VGNC Symbol;Acc:VGNC:39152]	protein_coding	36:13308110-13602875	1	CERS6
ENSCAFG00000012084	ADCY5	adenylate cyclase 5 [Source:VGNC Symbol;Acc:VGNC:37622]	protein_coding	33:26345617-26504616	1	ADCY5
ENSCAFG00000008416	ZBTB10	zinc finger and BTB domain containing 10 [Source:VGNC Symbol;Acc:VGNC:48520]	protein_coding	29:27750146-27777650	1	ZBTB10
ENSCAFG00000009936			protein_coding	35:15692754-15693769	0	<none>
ENSCAFG00000009664	MATN4	matrilin 4 [Source:VGNC Symbol;Acc:VGNC:43042]	protein_coding	24:32599508-32613872	1	MATN4
ENSCAFG00000028715	HMGB3	high mobility group box 3 [Source:VGNC Symbol;Acc:VGNC:54164]	protein_coding	X:119155786-119159814	1	HMGB3
ENSCAFG00000012228	S100B	S100 calcium binding protein B [Source:VGNC Symbol;Acc:VGNC:49642]	protein_coding	31:39784506-39788183	1	S100B
ENSCAFG00000013182	EGLN3	egl-9 family hypoxia inducible factor 3 [Source:VGNC Symbol;Acc:VGNC:40241]	protein_coding	8:12875387-12901709	1	EGLN3
ENSCAFG00000012762	COCH	cochlin [Source:VGNC Symbol;Acc:VGNC:39447]	protein_coding	8:10214536-10233550	1	COCH
ENSCAFG00000013817	SRGN	serglycin [Source:VGNC Symbol;Acc:VGNC:46803]	protein_coding	4:20230743-20244474	1	SRGN
ENSCAFG00000028621	OLFML2A	olfactomedin like 2A [Source:VGNC Symbol;Acc:VGNC:44116]	protein_coding	9:58193765-58221546	1	OLFML2A
ENSCAFG00000032358			protein_coding	8:72850670-72852219	0	<none>
ENSCAFG00000019898	NTNG2	netrin G2 [Source:HGNC Symbol;Acc:HGNC:14288]	protein_coding	9:51992599-52059902	1	NTNG2
ENSCAFG00000005887	GALNT15	polypeptide N-acetylgalactosaminyltransferase 15 [Source:VGNC Symbol;Acc:VGNC:41090]	protein_coding	23:26556863-26602960	1	GALNT15
ENSCAFG00000028601			protein_coding	1:115642505-115644052	0	<none>
ENSCAFG00000000885	DEPTOR	DEP domain containing MTOR interacting protein [Source:VGNC Symbol;Acc:VGNC:39900]	protein_coding	13:18859634-18988583	1	DEPTOR
ENSCAFG00000014323	EPHB2	EPH receptor B2 [Source:VGNC Symbol;Acc:VGNC:40411]	protein_coding	2:76428203-76612786	1	EPHB2
ENSCAFG00000014523	ENO2	enolase 2 [Source:VGNC Symbol;Acc:VGNC:40366]	protein_coding	27:38119413-38129182	1	ENO2
ENSCAFG00000016159	CASP14	caspase 14 [Source:VGNC Symbol;Acc:VGNC:38732]	protein_coding	20:47062278-47065001	1	CASP14
ENSCAFG00000024288	TRABD2B	TraB domain containing 2B [Source:NCBI gene;Acc:610174]	protein_coding	15:12771859-12996357	1	TRABD2B
ENSCAFG00000002500	SLC2A1	solute carrier family 2 member 1 [Source:VGNC Symbol;Acc:VGNC:46337]	protein_coding	15:463237-493140	1	SLC2A1
ENSCAFG00000015292	SMTNL2	smoothelin like 2 [Source:VGNC Symbol;Acc:VGNC:46577]	protein_coding	5:30565639-30614673	1	SMTNL2
ENSCAFG00000008525	CACNA1D	calcium voltage-gated channel subunit alpha1 D [Source:VGNC Symbol;Acc:VGNC:38634]	protein_coding	20:36191810-36613686	1	CACNA1D
ENSCAFG00000031664		potassium sodium-activated channel subfamily T member 2 [Source:NCBI gene;Acc:607500]	protein_coding	38:3006140-3380218	1	KCNT2
ENSCAFG00000002835	CTNNAL1	catenin alpha like 1 [Source:VGNC Symbol;Acc:VGNC:39699]	protein_coding	11:64102703-64155981	1	CTNNAL1
ENSCAFG00000012390	NYNRIN	NYN domain and retroviral integrase containing [Source:VGNC Symbol;Acc:VGNC:44083]	protein_coding	8:4368560-4387842	1	NYNRIN
ENSCAFG00000012403	COL7A1	collagen type VII alpha 1 chain [Source:VGNC Symbol;Acc:VGNC:39483]	protein_coding	20:40519378-40552935	1	COL7A1
ENSCAFG00000030713	BTBD19	BTB domain containing 19 [Source:VGNC Symbol;Acc:VGNC:38551]	protein_coding	15:15512018-15516013	1	BTBD19
ENSCAFG00000045971			lncRNA	25:39686013-39688442	0	<none>
ENSCAFG00000005121	SFMBT2	Scm like with four mbt domains 2 [Source:VGNC Symbol;Acc:VGNC:46077]	protein_coding	2:28661058-28853364	1	SFMBT2
ENSCAFG00000019794	SARDH	sarcosine dehydrogenase [Source:VGNC Symbol;Acc:VGNC:45867]	protein_coding	9:50030707-50091553	1	SARDH
ENSCAFG00000007832	TCF7L1	transcription factor 7 like 1 [Source:VGNC Symbol;Acc:VGNC:47199]	protein_coding	17:39699958-39858182	1	TCF7L1
ENSCAFG00000000353	STXBP5	syntaxin binding protein 5 [Source:VGNC Symbol;Acc:VGNC:46963]	protein_coding	1:38271154-38434042	1	STXBP5
ENSCAFG00000006250	SPRY4	sprouty RTK signaling antagonist 4 [Source:VGNC Symbol;Acc:VGNC:46767]	protein_coding	2:37203609-37208858	1	SPRY4
ENSCAFG00000012713	KIF1A	kinesin family member 1A [Source:VGNC Symbol;Acc:VGNC:42390]	protein_coding	25:50858698-50944964	1	KIF1A
ENSCAFG00000009022	TMEM64	transmembrane protein 64 [Source:VGNC Symbol;Acc:VGNC:54121]	protein_coding	29:35870805-36030375	1	TMEM64
ENSCAFG00000007072	CADPS	calcium dependent secretion activator [Source:VGNC Symbol;Acc:VGNC:38658]	protein_coding	20:28221843-28680131	0	<none>
ENSCAFG00000010157	BACE2	beta-secretase 2 [Source:VGNC Symbol;Acc:VGNC:38359]	protein_coding	31:35713149-35760681	1	BACE2
ENSCAFG00000023591	VNN1	vanin 1 [Source:NCBI gene;Acc:442973]	protein_coding	1:25678042-25696807	1	VNN1
ENSCAFG00000015198	PELI2	pellino E3 ubiquitin protein ligase family member 2 [Source:VGNC Symbol;Acc:VGNC:44415]	protein_coding	8:31833909-32012092	1	PELI2
ENSCAFG00000032672	FGF13	fibroblast growth factor 13 [Source:VGNC Symbol;Acc:VGNC:40842]	lncRNA	X:108658941-109156594	0	<none>
ENSCAFG00000001833	ABCB4	ATP binding cassette subfamily B member 4 [Source:VGNC Symbol;Acc:VGNC:37434]	protein_coding	14:13548462-13614571	1	ABCB4
ENSCAFG00000005717	NEB	nebulin [Source:NCBI gene;Acc:476149]	protein_coding	19:52569894-52919792	1	NEB
ENSCAFG00000014075	MB21D2	Mab-21 domain containing 2 [Source:VGNC Symbol;Acc:VGNC:43048]	protein_coding	34:24413832-24415384	1	MB21D2
ENSCAFG00000004556	GPRC5C	G protein-coupled receptor class C group 5 member C [Source:VGNC Symbol;Acc:VGNC:55639]	protein_coding	9:5983542-5999068	1	GPRC5C
ENSCAFG00000009317	TMEM45A	transmembrane protein 45A [Source:VGNC Symbol;Acc:VGNC:47582]	protein_coding	33:7075752-7140982	1	TMEM45A
ENSCAFG00000013617	IDH1	isocitrate dehydrogenase (NADP(+)) 1 [Source:NCBI gene;Acc:478889]	protein_coding	37:16512770-16531219	1	IDH1
ENSCAFG00000003895	HSD17B14	hydroxysteroid 17-beta dehydrogenase 14 [Source:VGNC Symbol;Acc:VGNC:41804]	protein_coding	1:107518058-107536873	1	HSD17B14
ENSCAFG00000011394	KLHL25	kelch like family member 25 [Source:VGNC Symbol;Acc:VGNC:42459]	protein_coding	3:49348982-49351663	1	KLHL25
ENSCAFG00000007785	SMAGP	small cell adhesion glycoprotein [Source:VGNC Symbol;Acc:VGNC:46526]	protein_coding	27:3614963-3615929	1	SMAGP
ENSCAFG00000005914	TMTC2	transmembrane O-mannosyltransferase targeting cadherins 2 [Source:VGNC Symbol;Acc:VGNC:47639]	protein_coding	15:24629157-25016555	1	TMTC2
ENSCAFG00000018163	CAMK2A	calcium/calmodulin dependent protein kinase II alpha [Source:VGNC Symbol;Acc:VGNC:38680]	protein_coding	4:58800813-58865830	1	CAMK2A
ENSCAFG00000018164	CCL4	chemokine (C-C motif) ligand 4 [Source:NCBI gene;Acc:448786]	protein_coding	9:37676966-37710209	0	<none>
ENSCAFG00000018638	KSR1	kinase suppressor of ras 1 [Source:VGNC Symbol;Acc:VGNC:42547]	protein_coding	9:41980734-42133653	1	KSR1
ENSCAFG00000030050	CCSAP	centriole, cilia and spindle associated protein [Source:VGNC Symbol;Acc:VGNC:50870]	protein_coding	4:9878186-9893572	1	CCSAP
ENSCAFG00000030095	G0S2	G0/G1 switch 2 [Source:NCBI gene;Acc:609704]	protein_coding	7:8336015-8336302	1	G0S2
ENSCAFG00000019161	GABRA3	gamma-aminobutyric acid type A receptor alpha3 subunit [Source:VGNC Symbol;Acc:VGNC:41055]	protein_coding	X:120153261-120460119	1	GABRA3
ENSCAFG00000043448			lncRNA	35:15811194-15863891	0	<none>
ENSCAFG00000006224	ZNF703	zinc finger protein 703 [Source:VGNC Symbol;Acc:VGNC:48802]	protein_coding	16:27670897-27673803	1	ZNF703
ENSCAFG00000008487	PDE3B	phosphodiesterase 3B [Source:VGNC Symbol;Acc:VGNC:52287]	protein_coding	21:37364623-37530597	1	PDE3B
ENSCAFG00000004834	TMEM145	transmembrane protein 145 [Source:NCBI gene;Acc:102153828]	protein_coding	1:112063551-112072244	1	TMEM145
ENSCAFG00000016481	STAC2	SH3 and cysteine rich domain 2 [Source:VGNC Symbol;Acc:VGNC:46871]	protein_coding	9:23153604-23165473	1	STAC2
ENSCAFG00000014767	SLC9A7	solute carrier family 9 member A7 [Source:VGNC Symbol;Acc:VGNC:46489]	protein_coding	X:40245654-40389423	1	SLC9A7
ENSCAFG00000006188	ADGRA2	adhesion G protein-coupled receptor A2 [Source:VGNC Symbol;Acc:VGNC:37632]	protein_coding	16:27549308-27583070	1	ADGRA2
ENSCAFG00000002342	ETV1	ETS variant 1 [Source:VGNC Symbol;Acc:VGNC:40496]	protein_coding	14:28669697-28760887	1	ETV1
ENSCAFG00000009286	SLC38A1	solute carrier family 38 member 1 [Source:VGNC Symbol;Acc:VGNC:46390]	protein_coding	27:8130823-8174936	1	SLC38A1
ENSCAFG00000013396	CCL24	C-C motif chemokine ligand 24 [Source:VGNC Symbol;Acc:VGNC:38886]	protein_coding	6:7166479-7180051	1	CCL24
ENSCAFG00000011584	GRAMD1B	GRAM domain containing 1B [Source:VGNC Symbol;Acc:VGNC:41466]	protein_coding	5:10814512-10976833	1	GRAMD1B
ENSCAFG00000013101	MAP7D2	MAP7 domain containing 2 [Source:VGNC Symbol;Acc:VGNC:42989]	protein_coding	X:15917978-15971000	1	MAP7D2
ENSCAFG00000002809	HMGN3	high mobility group nucleosomal binding domain 3 [Source:VGNC Symbol;Acc:VGNC:57223]	protein_coding	12:40135988-40168266	1	HMGN3
ENSCAFG00000008289	ENC1	ectodermal-neural cortex 1 [Source:VGNC Symbol;Acc:VGNC:40359]	protein_coding	2:57182480-57184249	1	ENC1
ENSCAFG00000011659	ATP9A	ATPase phospholipid transporting 9A (putative) [Source:NCBI gene;Acc:477265]	protein_coding	24:37800281-37911890	1	ATP9A
ENSCAFG00000000274	HEBP2	heme binding protein 2 [Source:VGNC Symbol;Acc:VGNC:41640]	protein_coding	1:30716606-30724613	1	HEBP2
ENSCAFG00000004524	TTYH2	tweety family member 2 [Source:VGNC Symbol;Acc:VGNC:49681]	protein_coding	9:6120575-6156957	1	TTYH2
ENSCAFG00000009934	ATXN1	ataxin 1 [Source:VGNC Symbol;Acc:VGNC:38298]	protein_coding	35:15452135-15649747	1	ATXN1
ENSCAFG00000011996	TFAP2C	transcription factor AP-2 gamma [Source:VGNC Symbol;Acc:VGNC:47285]	protein_coding	24:41783490-41796509	1	TFAP2C
ENSCAFG00000017166	TMEM63C	transmembrane protein 63C [Source:VGNC Symbol;Acc:VGNC:47597]	protein_coding	8:50020823-50074060	1	TMEM63C
ENSCAFG00000031806			protein_coding	26:27615046-27616193	0	<none>
ENSCAFG00000006777	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:VGNC Symbol;Acc:VGNC:37605]	protein_coding	20:26588654-26748604	1	ADAMTS9
ENSCAFG00000032342	PDGFD	platelet derived growth factor D [Source:VGNC Symbol;Acc:VGNC:44371]	protein_coding	5:27863591-28089936	1	PDGFD
ENSCAFG00000029380	TNFRSF6B	TNF receptor superfamily member 6b [Source:VGNC Symbol;Acc:VGNC:47666]	protein_coding	24:47248312-47250380	1	TNFRSF6B
ENSCAFG00000010513	SYNC	syncoilin, intermediate filament protein [Source:VGNC Symbol;Acc:VGNC:49861]	protein_coding	2:68625378-68638472	1	SYNC
ENSCAFG00000005660	TNFAIP6	TNF alpha induced protein 6 [Source:VGNC Symbol;Acc:VGNC:47651]	protein_coding	19:52607713-52623811	1	TNFAIP6
ENSCAFG00000020135	FNBP1L	formin binding protein 1 like [Source:VGNC Symbol;Acc:VGNC:40925]	protein_coding	6:55534751-55642463	1	FNBP1L
ENSCAFG00000017432	CCDC159	coiled-coil domain containing 159 [Source:VGNC Symbol;Acc:VGNC:49846]	protein_coding	20:49964350-49970400	1	CCDC159
ENSCAFG00000025493	C9H17orf58	chromosome 9 C17orf58 homolog [Source:VGNC Symbol;Acc:VGNC:51926]	protein_coding	9:12584103-12586303	1	C17orf58
ENSCAFG00000049459			lncRNA	29:25290873-25377878	0	<none>
ENSCAFG00000001246	PTCH1	patched 1 [Source:VGNC Symbol;Acc:VGNC:49951]	protein_coding	1:71238195-71305662	1	PTCH1
ENSCAFG00000018381	ESM1	endothelial cell specific molecule 1 [Source:VGNC Symbol;Acc:VGNC:40474]	protein_coding	4:60592609-60624155	1	ESM1
