gene_id	symbol	description	biotype	locus	human_gene_id	human_gene_name
ENSFCAG00000043895	CA9	carbonic anhydrase 9 [Source:NCBI gene;Acc:101092802]	protein_coding	D4:59399083-59404623	ENSG00000107159	CA9
ENSFCAG00000041507		protein CXorf40A [Source:NCBI gene;Acc:111558703]	protein_coding	X:124868345-124871751	<none>	<none>
ENSFCAG00000007007	SLC38A3	solute carrier family 38 member 3 [Source:NCBI gene;Acc:101092169]	protein_coding	A2:19140653-19147507	ENSG00000188338	SLC38A3
ENSFCAG00000008326		coiled-coil domain containing 57 [Source:NCBI gene;Acc:101081772]	pseudogene	E1:62463963-62555937	<none>	<none>
ENSFCAG00000011757		annexin A8 [Source:NCBI gene;Acc:101087010]	protein_coding	D2:47495289-47515517	<none>	<none>
ENSFCAG00000041128			pseudogene	A1:119590553-119593140	<none>	<none>
ENSFCAG00000001257	ADAMTSL3	ADAMTS like 3 [Source:NCBI gene;Acc:101095419]	protein_coding	B3:3108938-3404696	ENSG00000156218	ADAMTSL3
ENSFCAG00000005712	WDR5	WD repeat domain 5 [Source:NCBI gene;Acc:101082447]	protein_coding	D4:93678741-93698087	ENSG00000196363	WDR5
ENSFCAG00000027175	ZNF385D	zinc finger protein 385D [Source:NCBI gene;Acc:101082258]	protein_coding	C2:140352376-140649782	ENSG00000151789	ZNF385D
ENSFCAG00000014966	MRPL46	mitochondrial ribosomal protein L46 [Source:NCBI gene;Acc:101085289]	protein_coding	B3:7227361-7236761	ENSG00000259494	MRPL46
ENSFCAG00000011935	COL8A1	collagen type VIII alpha 1 chain [Source:NCBI gene;Acc:101098078]	protein_coding	C2:47743597-47751363	ENSG00000144810	COL8A1
ENSFCAG00000028998		HPS6, biogenesis of lysosomal organelles complex 2 subunit 3 [Source:NCBI gene;Acc:101100087]	pseudogene	D2:62571570-62573895	<none>	<none>
ENSFCAG00000010673	TP53BP2	tumor protein p53 binding protein 2 [Source:NCBI gene;Acc:101083477]	protein_coding	F1:2661981-2715040	ENSG00000143514	TP53BP2
ENSFCAG00000038204	LAGE3	L antigen family member 3 [Source:NCBI gene;Acc:105259626]	protein_coding	X:129326950-129328999	ENSG00000196976	LAGE3
ENSFCAG00000019273	SYT3	synaptotagmin 3 [Source:NCBI gene;Acc:101087116]	protein_coding	E2:7618837-7635046	ENSG00000213023	SYT3
ENSFCAG00000002625	NRGN	neurogranin [Source:NCBI gene;Acc:101080823]	protein_coding	D1:21801384-21807838	ENSG00000154146	NRGN
ENSFCAG00000029545	CUZD1	CUB and zona pellucida like domains 1 [Source:NCBI gene;Acc:101096920]	protein_coding	D2:80850919-80863562	ENSG00000138161	CUZD1
ENSFCAG00000041007	PPP1R15A	protein phosphatase 1 regulatory subunit 15A [Source:NCBI gene;Acc:101084589]	protein_coding	E2:8916033-8918481	ENSG00000087074	PPP1R15A
ENSFCAG00000046502		transmembrane protein 254 [Source:NCBI gene;Acc:101095615]	protein_coding	D2:41634760-41641993	ENSG00000133678	TMEM254
ENSFCAG00000004699	GRB14	growth factor receptor bound protein 14 [Source:NCBI gene;Acc:101100905]	protein_coding	C1:156184702-156305660	ENSG00000115290	GRB14
ENSFCAG00000005824	ZNF317	zinc finger protein 317 [Source:NCBI gene;Acc:101085102]	protein_coding	A2:7035254-7040554	ENSG00000130803	ZNF317
ENSFCAG00000035848	NMRK1	nicotinamide riboside kinase 1 [Source:NCBI gene;Acc:101093720]	protein_coding	D4:16957135-16984174	ENSG00000106733	NMRK1
ENSFCAG00000012354	LIPG	lipase G, endothelial type [Source:NCBI gene;Acc:101094139]	protein_coding	D3:71484682-71506524	ENSG00000101670	LIPG
ENSFCAG00000022945			pseudogene	C2:122917165-122918778	<none>	<none>
ENSFCAG00000018602		complement C4-A [Source:NCBI gene;Acc:101094346]	protein_coding	B2:32942990-32962533	<none>	<none>
ENSFCAG00000026822	CDK2AP1	cyclin dependent kinase 2 associated protein 1 [Source:NCBI gene;Acc:101089721]	protein_coding	D3:6653253-6663678	ENSG00000111328	CDK2AP1
ENSFCAG00000012937	CEMIP	cell migration inducing hyaluronidase 1 [Source:NCBI gene;Acc:101094181]	protein_coding	B3:1993436-2121303	ENSG00000103888	CEMIP
ENSFCAG00000031723			protein_coding	D4:60236197-60240167	<none>	<none>
ENSFCAG00000003819	MAGIX	MAGI family member, X-linked [Source:NCBI gene;Acc:101101195]	protein_coding	X:43161045-43164720	ENSG00000269313	MAGIX
ENSFCAG00000043766	SCN4B	sodium voltage-gated channel beta subunit 4 [Source:NCBI gene;Acc:101087863]	protein_coding	D1:15772258-15792833	ENSG00000177098	SCN4B
ENSFCAG00000007415	KIAA1324L	KIAA1324 like [Source:NCBI gene;Acc:101096049]	protein_coding	A2:92531985-92714803	ENSG00000164659	KIAA1324L
ENSFCAG00000014664	COX4I2	cytochrome c oxidase subunit 4 isoform 2, mitochondrial [Source:NCBI gene;Acc:101096643]	protein_coding	A3:27331451-27338488	ENSG00000131055	COX4I2
ENSFCAG00000040163		cytochrome c oxidase assembly protein COX14 [Source:NCBI gene;Acc:101086986]	protein_coding	B4:78975984-78976157	ENSG00000178449	COX14
ENSFCAG00000040371		ZBED6 C-terminal like [Source:NCBI gene;Acc:101093345]	protein_coding	A2:164202588-164205818	<none>	<none>
ENSFCAG00000005203	GLIPR1	GLI pathogenesis related 1 [Source:NCBI gene;Acc:101087587]	protein_coding	B4:101413896-101442619	ENSG00000139278	GLIPR1
ENSFCAG00000013993	HEBP1	heme binding protein 1 [Source:NCBI gene;Acc:101093618]	protein_coding	B4:48963737-48989137	ENSG00000013583	HEBP1
ENSFCAG00000040324	ZNF331	zinc finger protein 331 [Source:NCBI gene;Acc:101082706]	protein_coding	E2:4420370-4425563	ENSG00000130844	ZNF331
ENSFCAG00000002257	HHIPL2	HHIP like 2 [Source:NCBI gene;Acc:101101029]	protein_coding	F1:61317824-61342718	ENSG00000143512	HHIPL2
ENSFCAG00000018358	NELL2	neural EGFL like 2 [Source:NCBI gene;Acc:101081559]	protein_coding	B4:73899874-74230949	ENSG00000184613	NELL2
ENSFCAG00000007961	CDH12	cadherin 12 [Source:NCBI gene;Acc:101085526]	protein_coding	A1:224095855-224553375	ENSG00000154162	CDH12
ENSFCAG00000015383	CCDC149	coiled-coil domain containing 149 [Source:NCBI gene;Acc:101083168]	protein_coding	B1:187896991-188001559	ENSG00000181982	CCDC149
ENSFCAG00000002738	SLC25A38	solute carrier family 25 member 38 [Source:NCBI gene;Acc:101099395]	protein_coding	C2:153808643-153819633	ENSG00000144659	SLC25A38
ENSFCAG00000025404	LGALS3BP	galectin-3-binding protein [Source:NCBI gene;Acc:105261197]	protein_coding	E1:60059064-60090246	ENSG00000108679	LGALS3BP
ENSFCAG00000011436	LRRC61	leucine rich repeat containing 61 [Source:NCBI gene;Acc:101091183]	protein_coding	A2:164209782-164210561	ENSG00000127399	LRRC61
ENSFCAG00000007594	GATD1	glutamine amidotransferase like class 1 domain containing 1 [Source:NCBI gene;Acc:101082778]	protein_coding	D1:117419925-117429283	ENSG00000177225	GATD1
ENSFCAG00000005912	TNFSF11	TNF superfamily member 11 [Source:NCBI gene;Acc:724036]	protein_coding	A1:28176786-28209736	ENSG00000120659	TNFSF11
ENSFCAG00000038843		cytochrome c oxidase assembly protein COX19 [Source:NCBI gene;Acc:101088538]	protein_coding	E3:976763-982483	ENSG00000240230	COX19
ENSFCAG00000004867		spindle and centriole associated protein 1 [Source:NCBI gene;Acc:101090381]	protein_coding	C2:60008903-60068459	ENSG00000163611	SPICE1
ENSFCAG00000033037	IGFBP3	insulin like growth factor binding protein 3 [Source:NCBI gene;Acc:101080442]	protein_coding	A2:63327537-63333416	ENSG00000146674	IGFBP3
ENSFCAG00000007016	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:NCBI gene;Acc:101095887]	protein_coding	A2:19262180-19404399	ENSG00000007402	CACNA2D2
ENSFCAG00000029220	SLC16A7	solute carrier family 16 member 7 [Source:NCBI gene;Acc:101084120]	protein_coding	B4:87861555-87963264	ENSG00000118596	SLC16A7
ENSFCAG00000032779	SCN2B	sodium voltage-gated channel beta subunit 2 [Source:NCBI gene;Acc:101088270]	protein_coding	D1:15801428-15813834	ENSG00000149575	SCN2B
ENSFCAG00000022787	DAP3	death associated protein 3 [Source:NCBI gene;Acc:101087963]	protein_coding	F1:70038195-70051400	ENSG00000132676	DAP3
ENSFCAG00000003795	FANCA	FA complementation group A [Source:NCBI gene;Acc:101081431]	protein_coding	E2:63684503-63745817	ENSG00000187741	FANCA
ENSFCAG00000044821	PIGBOS1	PIGB opposite strand 1 [Source:NCBI gene;Acc:102901915]	protein_coding	B3:51314669-51314833	ENSG00000225973	PIGBOS1
ENSFCAG00000014912	ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:NCBI gene;Acc:101097600]	protein_coding	D4:5940317-5985571	ENSG00000099219	ERMP1
ENSFCAG00000005989			protein_coding	A3:107010970-107011140	ENSG00000175701	MTLN
ENSFCAG00000034592	TMEM80	transmembrane protein 80 [Source:NCBI gene;Acc:101099501]	protein_coding	D1:117375602-117381449	ENSG00000177042	TMEM80
ENSFCAG00000045517	SAMD5	sterile alpha motif domain containing 5 [Source:NCBI gene;Acc:101080714]	protein_coding	B2:135871810-135929168	ENSG00000203727	SAMD5
ENSFCAG00000044981	CXXC4	CXXC finger protein 4 [Source:NCBI gene;Acc:105260512]	protein_coding	B1:120276537-120303668	ENSG00000168772	CXXC4
ENSFCAG00000026722	KIAA1551	KIAA1551 ortholog [Source:NCBI gene;Acc:101089528]	protein_coding	B4:66319819-66329554	ENSG00000174718	KIAA1551
ENSFCAG00000009815	TP53TG5	TP53 target 5 [Source:NCBI gene;Acc:101088399]	protein_coding	A3:15702137-15705790	ENSG00000124251	TP53TG5
ENSFCAG00000015397	RPL36A	ribosomal protein L36a [Source:NCBI gene;Acc:101088309]	protein_coding	X:83627697-83630208	ENSG00000241343	RPL36A
ENSFCAG00000005806	IFT22	intraflagellar transport 22 [Source:NCBI gene;Acc:101089916]	protein_coding	E3:8246306-8252453	ENSG00000128581	IFT22
ENSFCAG00000006231	PPARG	peroxisome proliferator activated receptor gamma [Source:NCBI gene;Acc:101095161]	protein_coding	A2:53292552-53430815	ENSG00000132170	PPARG
ENSFCAG00000011868		tubulin folding cofactor E [Source:NCBI gene;Acc:101082185]	protein_coding	D2:13535945-13610101	<none>	<none>
ENSFCAG00000027613	REC8	REC8 meiotic recombination protein [Source:NCBI gene;Acc:101097490]	protein_coding	B3:76671553-76677237	ENSG00000100918	REC8
ENSFCAG00000009599	SLCO2A1	solute carrier organic anion transporter family member 2A1 [Source:NCBI gene;Acc:101087090]	protein_coding	C2:131093146-131176484	ENSG00000174640	SLCO2A1
ENSFCAG00000001228	LRRC20	leucine rich repeat containing 20 [Source:NCBI gene;Acc:101096416]	protein_coding	D2:33233659-33323287	ENSG00000172731	LRRC20
ENSFCAG00000014441	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial [Source:NCBI gene;Acc:101081296]	protein_coding	B2:23103227-23508839	ENSG00000145982	FARS2
ENSFCAG00000007875		CD55 molecule (Cromer blood group) [Source:NCBI gene;Acc:101094644]	protein_coding	F1:37392024-37428012	ENSG00000196352	CD55
ENSFCAG00000005332	PXDNL	peroxidasin like [Source:NCBI gene;Acc:101093491]	protein_coding	F2:6234169-6668926	ENSG00000147485	PXDNL
ENSFCAG00000009305	RIN1	Ras and Rab interactor 1 [Source:NCBI gene;Acc:101084059]	protein_coding	D1:111358466-111365926	ENSG00000174791	RIN1
ENSFCAG00000027158	FAM173B	family with sequence similarity 173 member B [Source:NCBI gene;Acc:101097622]	protein_coding	A1:234025030-234042802	ENSG00000150756	FAM173B
ENSFCAG00000022991	TMEM132E	transmembrane protein 132E [Source:NCBI gene;Acc:101100261]	protein_coding	E1:22367279-22421992	ENSG00000181291	TMEM132E
ENSFCAG00000040115	CFAP410	cilia and flagella associated protein 410 [Source:NCBI gene;Acc:101090540]	protein_coding	C2:2169916-2180543	ENSG00000160226	CFAP410
ENSFCAG00000026702	HID1	HID1 domain containing [Source:NCBI gene;Acc:101092717]	protein_coding	E1:57030849-57049158	ENSG00000167861	HID1
ENSFCAG00000046678		interferon-induced protein with tetratricopeptide repeats 5 [Source:NCBI gene;Acc:101100156]	protein_coding	D2:9011516-9024849	<none>	<none>
ENSFCAG00000012917	C15orf39	chromosome B3 C15orf39 homolog [Source:NCBI gene;Acc:101081302]	protein_coding	B3:33152021-33161329	ENSG00000167173	C15orf39
ENSFCAG00000006100	TIGD7	tigger transposable element derived 7 [Source:HGNC Symbol;Acc:HGNC:18331]	protein_coding	E3:41875316-41876962	ENSG00000140993	TIGD7
ENSFCAG00000039278	GNAO1	G protein subunit alpha o1 [Source:NCBI gene;Acc:101101353]	protein_coding	E2:35537007-35707552	ENSG00000087258	GNAO1
ENSFCAG00000014798	PHF21B	PHD finger protein 21B [Source:NCBI gene;Acc:101094360]	protein_coding	B4:139736882-139833356	ENSG00000056487	PHF21B
ENSFCAG00000000386	ARNTL2	aryl hydrocarbon receptor nuclear translocator like 2 [Source:NCBI gene;Acc:101084294]	protein_coding	B4:62566113-62695185	ENSG00000029153	ARNTL2
ENSFCAG00000011340	SLC43A3	solute carrier family 43 member 3 [Source:NCBI gene;Acc:101089800]	protein_coding	D1:104510934-104531220	ENSG00000134802	SLC43A3
ENSFCAG00000044280	MAP6D1	MAP6 domain containing 1 [Source:NCBI gene;Acc:111562262]	protein_coding	C2:85642487-85650604	ENSG00000180834	MAP6D1
ENSFCAG00000013738	GLB1L2	beta-galactosidase-1-like protein 2 [Source:NCBI gene;Acc:101098487]	protein_coding	D1:31231162-31284885	ENSG00000149328	GLB1L2
ENSFCAG00000006254	TM7SF2	transmembrane 7 superfamily member 2 [Source:NCBI gene;Acc:101083545]	protein_coding	D1:110287408-110292061	ENSG00000149809	TM7SF2
ENSFCAG00000000869	STARD5	StAR related lipid transfer domain containing 5 [Source:NCBI gene;Acc:101094930]	protein_coding	B3:2369773-2377904	ENSG00000172345	STARD5
ENSFCAG00000022643	AGA	aspartylglucosaminidase [Source:NCBI gene;Acc:101086138]	protein_coding	B1:8973830-8984795	ENSG00000038002	AGA
ENSFCAG00000033677	CAVIN3	caveolae associated protein 3 [Source:NCBI gene;Acc:101099244]	protein_coding	D1:65133392-65135298	ENSG00000170955	CAVIN3
ENSFCAG00000029058	CA12	carbonic anhydrase 12 [Source:NCBI gene;Acc:101090522]	protein_coding	B3:43716850-43768208	ENSG00000074410	CA12
ENSFCAG00000022896	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2 [Source:NCBI gene;Acc:101096777]	protein_coding	E3:5366129-5374171	ENSG00000106305	AIMP2
ENSFCAG00000006304	SMYD4	SET and MYND domain containing 4 [Source:NCBI gene;Acc:101084582]	protein_coding	E1:15035968-15082061	ENSG00000186532	SMYD4
ENSFCAG00000010597	ARSA	arylsulfatase A [Source:NCBI gene;Acc:101083690]	protein_coding	B4:144372447-144375064	ENSG00000100299	ARSA
ENSFCAG00000022579	C1orf35	chromosome A1 C1orf35 homolog [Source:NCBI gene;Acc:105260648]	protein_coding	A1:88274913-88276635	ENSG00000143793	C1orf35
ENSFCAG00000028738	SYNPO2	synaptopodin 2 [Source:NCBI gene;Acc:101094094]	protein_coding	B1:107043833-107217321	ENSG00000172403	SYNPO2
ENSFCAG00000046384		zinc finger protein 793 [Source:NCBI gene;Acc:102901464]	protein_coding	E2:16834786-16863659	ENSG00000188227	ZNF793
ENSFCAG00000007846	SLC35D3	solute carrier family 35 member D3 [Source:NCBI gene;Acc:101083177]	protein_coding	B2:126339121-126342912	ENSG00000182747	SLC35D3
ENSFCAG00000029510		ankyrin repeat domain 24 [Source:NCBI gene;Acc:101100787]	pseudogene	A2:3217022-3239376	<none>	<none>
ENSFCAG00000000183	CLSTN3	calsyntenin 3 [Source:NCBI gene;Acc:101089620]	protein_coding	B4:42202443-42228884	ENSG00000139182	CLSTN3
ENSFCAG00000013068	KIAA0753	KIAA0753 ortholog [Source:NCBI gene;Acc:101088528]	protein_coding	E1:807936-836681	ENSG00000198920	KIAA0753
ENSFCAG00000041563	UNCX	UNC homeobox [Source:NCBI gene;Acc:111558209]	protein_coding	E3:1192032-1196603	ENSG00000164853	UNCX
ENSFCAG00000008104	GALNTL6	polypeptide N-acetylgalactosaminyltransferase like 6 [Source:NCBI gene;Acc:101089099]	protein_coding	B1:57596882-58807850	ENSG00000174473	GALNTL6
ENSFCAG00000030150	EPM2AIP1	EPM2A interacting protein 1 [Source:NCBI gene;Acc:101089795]	protein_coding	C2:156003815-156005641	ENSG00000178567	EPM2AIP1
ENSFCAG00000005079	ENDOD1	endonuclease domain containing 1 [Source:NCBI gene;Acc:101085151]	protein_coding	D1:40656873-40681054	ENSG00000149218	ENDOD1
ENSFCAG00000010232	SERPINA1	serpin family A member 1 [Source:NCBI gene;Acc:101080897]	protein_coding	B3:139594825-139603785	ENSG00000197249	SERPINA1
ENSFCAG00000021971	ZNF454	zinc finger protein 454 [Source:NCBI gene;Acc:101086622]	protein_coding	A1:93443945-93469809	ENSG00000178187	ZNF454
ENSFCAG00000001291	SLC35F4	solute carrier family 35 member F4 [Source:NCBI gene;Acc:101095502]	protein_coding	B3:106866176-107116585	ENSG00000151812	SLC35F4
ENSFCAG00000040994	C16orf91	chromosome E3 C16orf91 homolog [Source:NCBI gene;Acc:101087803]	protein_coding	E3:43418558-43419861	ENSG00000174109	C16orf91
ENSFCAG00000022678	LIPE	lipase E, hormone sensitive type [Source:NCBI gene;Acc:751818]	protein_coding	E2:13444540-13461053	ENSG00000079435	LIPE
ENSFCAG00000023063	SIM2	SIM bHLH transcription factor 2 [Source:NCBI gene;Acc:101101246]	protein_coding	C2:8864270-8917568	ENSG00000159263	SIM2
ENSFCAG00000023236	VAMP3	vesicle associated membrane protein 3 [Source:NCBI gene;Acc:101095593]	protein_coding	C1:5350329-5358081	ENSG00000049245	VAMP3
ENSFCAG00000006736	SLITRK6	SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]	protein_coding	A1:58999427-59012584	ENSG00000184564	SLITRK6
ENSFCAG00000041828	PCP4L1	Purkinje cell protein 4 like 1 [Source:NCBI gene;Acc:101088050]	protein_coding	F1:65966210-65988075	ENSG00000248485	PCP4L1
ENSFCAG00000003747	A1BG	alpha-1-B glycoprotein [Source:NCBI gene;Acc:101089972]	protein_coding	E2:476476-480620	ENSG00000121410	A1BG
ENSFCAG00000015217	MARCH2	membrane associated ring-CH-type finger 2 [Source:NCBI gene;Acc:101090087]	protein_coding	A2:5606746-5619136	ENSG00000099785	MARCH2
ENSFCAG00000025676	IQCE	IQ motif containing E [Source:NCBI gene;Acc:101092814]	protein_coding	E3:2250996-2286937	ENSG00000106012	IQCE
ENSFCAG00000037652	FAM167A	family with sequence similarity 167 member A [Source:NCBI gene;Acc:101083842]	protein_coding	B1:54620655-54664320	ENSG00000154319	FAM167A
ENSFCAG00000006694	SUSD1	sushi domain containing 1 [Source:NCBI gene;Acc:101093970]	protein_coding	D4:74332195-74463770	ENSG00000106868	SUSD1
ENSFCAG00000043861	TBX15	T-box 15 [Source:NCBI gene;Acc:101087765]	protein_coding	C1:102196104-102302235	ENSG00000092607	TBX15
ENSFCAG00000029853	CDHR4	cadherin related family member 4 [Source:NCBI gene;Acc:101088312]	protein_coding	A2:18801046-18809733	ENSG00000187492	CDHR4
ENSFCAG00000043479		laccase domain containing 1 [Source:NCBI gene;Acc:101086030]	protein_coding	A1:26934041-26947425	ENSG00000179630	LACC1
ENSFCAG00000015392		tripeptidyl peptidase 1 [Source:NCBI gene;Acc:101093296]	protein_coding	D1:65407000-65411860	ENSG00000166340	TPP1
ENSFCAG00000037432	HAPLN1	hyaluronan and proteoglycan link protein 1 [Source:NCBI gene;Acc:101094398]	protein_coding	A1:149315923-149390261	ENSG00000145681	HAPLN1
ENSFCAG00000011666	LRRC45	leucine rich repeat containing 45 [Source:NCBI gene;Acc:101101680]	protein_coding	E1:62372986-62381090	ENSG00000169683	LRRC45
ENSFCAG00000003107	CD19	CD19 molecule [Source:NCBI gene;Acc:100125860]	protein_coding	E3:22059465-22064823	ENSG00000177455	CD19
ENSFCAG00000032800	RF00581	small nucleolar SNORD12/SNORD106 [Source:NCBI gene;Acc:111559979]	snoRNA	A3:12600731-12600821	<none>	<none>
ENSFCAG00000031545		ribonuclease T2 [Source:NCBI gene;Acc:101080386]	protein_coding	B2:152647607-152664642	ENSG00000026297	RNASET2
ENSFCAG00000045340	HJURP	Holliday junction recognition protein [Source:HGNC Symbol;Acc:HGNC:25444]	protein_coding	C1:216383766-216399940	ENSG00000123485	HJURP
ENSFCAG00000036100	RF00276	small nucleolar RNA SNORD52 [Source:NCBI gene;Acc:111560693]	snoRNA	B2:32811241-32811309	<none>	<none>
ENSFCAG00000000077	MIIP	migration and invasion inhibitory protein [Source:NCBI gene;Acc:101101069]	protein_coding	C1:8819690-8827208	ENSG00000116691	MIIP
ENSFCAG00000002155	TMEM18	transmembrane protein 18 [Source:NCBI gene;Acc:101092101]	protein_coding	A3:142680975-142686951	ENSG00000151353	TMEM18
ENSFCAG00000015508	CDH17	cadherin 17 [Source:NCBI gene;Acc:101083236]	protein_coding	F2:42972878-43036332	ENSG00000079112	CDH17
ENSFCAG00000006805	NEDD9	neural precursor cell expressed, developmentally down-regulated 9 [Source:NCBI gene;Acc:101091446]	protein_coding	B2:17732059-17850702	ENSG00000111859	NEDD9
ENSFCAG00000024815	HRH2	histamine receptor H2 [Source:NCBI gene;Acc:101084599]	protein_coding	A1:176794862-176848239	ENSG00000113749	HRH2
ENSFCAG00000006923	CCNB1IP1	cyclin B1 interacting protein 1 [Source:NCBI gene;Acc:101100569]	protein_coding	B3:73481118-73510562	ENSG00000100814	CCNB1IP1
ENSFCAG00000033098	RF00213	small nucleolar RNA R38 [Source:NCBI gene;Acc:111557900]	snoRNA	E1:58343650-58343733	<none>	<none>
ENSFCAG00000043363	MXRA8	matrix remodeling associated 8 [Source:NCBI gene;Acc:101085030]	protein_coding	C1:440506-444190	ENSG00000162576	MXRA8
ENSFCAG00000040857	KCNK6	potassium two pore domain channel subfamily K member 6 [Source:NCBI gene;Acc:101095938]	protein_coding	E2:15618671-15629778	ENSG00000099337	KCNK6
ENSFCAG00000019067	KIF21A	kinesin family member 21A [Source:NCBI gene;Acc:101095182]	protein_coding	B4:69013596-69165832	ENSG00000139116	KIF21A
ENSFCAG00000013900	SPARCL1	SPARC like 1 [Source:NCBI gene;Acc:101096060]	protein_coding	B1:135497839-135547990	ENSG00000152583	SPARCL1
